id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,addr_state
44279284,21750,19569.34494,21750,19569.34494,0.2399,625.58,562.8593476,5572.24,5013.567203,1.111432195,4,1,60,27,1,4
44279436,12000,10796.87997,12000,10796.87997,0.2899,400.24,360.1119366,3593.97,3233.638559,1.111432195,4,1,36,11,1,3
44279548,12000,10796.87997,12000,10796.87997,0.2899,375.43,337.7893872,12663.33,11393.7045,1.111432195,4,1,36,5,1,1
44309246,16000,14395.83996,16000,14395.83996,0.1399,1372.97,1235.316024,4908.49,4416.36478,1.111432195,4,1,36,14,0,4
44330123,11000,9897.139972,11000,9897.139972,0.2899,339.25,305.2367941,3044.79,2739.519347,1.111432195,4,1,36,4,0,1
44330199,5000,4498.699987,1000,899.7399974,0.2899,154.21,138.748905,1236.56,1112.582491,1.111432195,4,1,36,4,1,2
44339370,6400,5758.335983,1000,899.7399974,0.2899,197.38,177.5906807,1773.96,1596.102766,1.111432195,4,1,36,4,0,2
44339445,13700,12326.43796,13700,12326.43796,0.1825,349.76,314.6930615,3120.06,2807.242776,1.111432195,4,0,60,21,1,2
44369408,12000,10796.87997,12000,10796.87997,0.1786,303.81,273.3500086,2722.38,2449.434174,1.111432195,4,1,60,20,1,2
44370061,13500,12146.48997,13500,12146.48997,0.2899,441.91,397.6041023,3968.95,3571.023063,1.111432195,4,0,36,9,1,1
44389361,22525,20266.64344,22525,20266.64344,0.2899,737.34,663.4142897,6622.31,5958.357182,1.111432195,4,1,60,9,1,3
44399595,18000,16195.31995,18000,16195.31995,0.2899,555.13,499.4726648,5589.25,5028.871781,1.111432195,4,1,36,4,1,4
44409712,35000,31490.89991,14000,12596.35996,0.1952,367.19,330.3755297,3289.53,2959.721714,1.111432195,4,1,60,23,1,1
44419159,21550,19389.39694,21550,19389.39694,0.2299,607.39,546.493077,5438.99,4893.676849,1.111432195,4,1,60,26,1,4
44439548,15000,13496.09996,15000,13496.09996,0.2899,458.99,412.9716614,4565.52,4107.780953,1.111432195,4,1,36,2,0,2
44459221,35000,31490.89991,10150,9132.360974,0.1786,256.98,231.2151845,2302.75,2071.876279,1.111432195,4,1,60,20,1,3
44479117,16800,15115.63196,16800,15115.63196,0.2899,376.18,338.4641922,3374.15,3035.857712,1.111432195,4,1,60,11,1,3
44479238,15000,13496.09996,15000,13496.09996,0.1952,393.42,353.9757098,41913.62,37711.36035,1.111432195,4,1,60,23,1,2
44479506,4000,3598.95999,4000,3598.95999,0.2899,131.97,118.7386875,4032.03,3627.778662,1.111432195,4,1,36,10,0,4
44493326,20000,17994.79995,20000,17994.79995,0.2899,434.75,391.1619639,41913.62,37711.36035,1.111432195,4,1,60,9,1,4
44494007,35000,31490.89991,35000,31490.89991,0.2899,1095,985.2152972,8844.03,7957.327529,1.111432195,4,1,36,5,1,1
44494132,12000,10796.87997,12000,10796.87997,0.1699,427.78,384.8907761,3827.37,3443.637874,1.111432195,4,1,36,18,1,1
44503123,11625,10459.47747,11625,10459.47747,0.2049,434.94,391.3329145,3887.99,3498.180113,1.111432195,4,1,36,24,1,1
44503163,8400,7557.815978,8400,7557.815978,0.1399,287.06,258.2793637,41913.62,37711.36035,1.111432195,4,0,36,14,1,4
44503270,10000,8997.399974,1000,899.7399974,0.1561,241.12,216.9453082,2161.41,1944.707028,1.111432195,4,1,60,16,1,4
44514077,15000,13496.09996,15000,13496.09996,0.2899,348.95,313.9642721,3117.23,2804.696512,1.111432195,4,1,60,14,1,3
44514760,12000,10796.87997,12000,10796.87997,0.1825,306.36,275.6443456,2745.07,2469.849275,1.111432195,4,1,60,21,1,4
44515038,24000,21593.75994,1000,899.7399974,0.2049,642.42,578.0109691,5794.77,5213.786345,1.111432195,4,1,60,24,1,1
44515902,14450,13001.24296,14450,13001.24296,0.2899,430.94,387.7339545,3509.65,3157.772482,1.111432195,4,1,60,31,1,2
44523291,17000,15295.57996,17000,15295.57996,0.2899,522.43,470.0511669,4722.51,4249.031135,1.111432195,4,1,36,3,0,0
44553638,13000,11696.61997,13000,11696.61997,0.1399,302.42,272.09937,2701.57,2430.710585,1.111432195,4,1,60,14,0,2
44554189,9600,8637.503975,9600,8637.503975,0.2899,300.35,270.2369082,2708.4,2436.855809,1.111432195,4,1,36,5,1,4
44554243,9175,8255.114476,9175,8255.114476,0.1655,325.07,292.478481,2652.02,2386.128468,1.111432195,4,1,36,17,1,4
44554354,30000,26992.19992,1000,899.7399974,0.2499,880.37,792.1041015,7881.68,7091.462743,1.111432195,4,1,60,29,1,2
44563148,15000,13566.23,15000,13566.23,0.2899,478.19,432.4823681,4296.07,3885.43158,1.105686694,0,1,36,7,0,1
44563690,23875,21481.29244,23875,21481.29244,0.1699,593.23,533.7527587,5330.1,4795.70416,1.111432195,4,1,60,18,1,2
44563772,20000,17994.79995,20000,17994.79995,0.2899,447.83,402.930563,41913.62,37711.36035,1.111432195,4,1,60,11,1,1
44573403,35000,31490.89991,21000,18894.53995,0.2899,638.2,574.2140664,5729.96,5155.474196,1.111432195,4,1,36,1,1,2
44573744,21000,18894.53995,21000,18894.53995,0.2899,647.66,582.7256067,5165.13,4647.274053,1.111432195,4,0,36,4,1,1
44573872,25600,23033.34393,25600,23033.34393,0.2899,543.8,489.2786106,4879.99,4390.72219,1.111432195,4,1,60,10,1,1
44593370,15000,13496.09996,15000,13496.09996,0.2899,483.94,435.4201744,4338.81,3903.800898,1.111432195,4,1,36,8,1,2
44643776,12000,10796.87997,12000,10796.87997,0.2899,1372.97,1235.316024,3326.2,2992.715179,1.111432195,4,1,36,4,0,3
44653130,24000,21593.75994,24000,21593.75994,0.2899,537.4,483.5202746,4820.21,4336.935733,1.111432195,4,1,60,11,1,1
44673337,30000,26992.19992,30000,26992.19992,0.2499,880.37,792.1041015,34916.16,31415.46571,1.111432195,4,1,60,29,1,1
44673541,23225,20896.46144,23225,20896.46144,0.1655,571.6,514.2913825,5123.05,4609.412994,1.111432195,4,1,60,17,1,2
44673620,11200,10077.08797,11200,10077.08797,0.1757,281.8,253.5467313,2525.27,2272.086423,1.111432195,4,1,60,19,1,1
44683616,7000,6330.907332,7000,6330.907332,0.1561,244.76,221.3646969,2196.77,1986.792471,1.105686694,0,1,36,16,1,4
44703276,10000,8997.399974,1000,899.7399974,0.1399,341.73,307.4681493,10085.5,9074.327744,1.111432195,4,1,36,14,0,2
44703464,35000,31490.89991,26750,24068.04493,0.1699,953.58,857.9740667,8556.97,7699.048166,1.111432195,4,1,36,18,1,1
44723399,7500,6748.049981,7500,6748.049981,0.1561,262.24,235.9478169,2132.76,1918.929477,1.111432195,4,1,36,16,1,2
44733310,25000,22493.49994,25000,22493.49994,0.2899,818.35,736.3022269,7235.41,6509.987775,1.111432195,4,1,36,9,0,2
44733437,7000,6298.179982,7000,6298.179982,0.2899,223.16,200.7859778,2004.87,1803.861729,1.111432195,4,1,36,7,0,1
44755624,25000,22493.49994,25000,22493.49994,0.2899,505.6,454.9085427,4033.84,3629.407191,1.111432195,4,1,60,5,1,3
44756384,28000,25192.71993,28000,25192.71993,0.2899,570.16,512.9957569,5118.72,4605.51712,1.111432195,4,1,60,6,1,1
44757224,15000,13496.09996,15000,13496.09996,0.2899,491.01,441.7813361,4409.93,3967.790407,1.111432195,4,1,36,9,0,2
44765228,10000,8997.399974,10000,8997.399974,0.2899,305.99,275.3114418,2458.57,2212.073765,1.111432195,4,1,36,5,0,1
44765271,18500,16645.18995,18500,16645.18995,0.2899,566.09,509.3338151,5088.24,4578.093044,1.111432195,4,1,36,2,0,4
44765549,21000,18894.53995,21000,18894.53995,0.2899,657,591.1291783,21182.75,19058.96743,1.111432195,4,1,36,5,1,3
44766829,28000,25192.71993,28000,25192.71993,0.1399,956.84,860.9072191,41913.62,37711.36035,1.111432195,4,1,36,14,1,4
44766855,15000,13496.09996,15000,13496.09996,0.2899,469.29,422.2389834,41913.62,37711.36035,1.111432195,4,1,36,5,0,4
44766863,28000,25192.71993,28000,25192.71993,0.1757,704.49,633.8578308,6313.08,5680.130583,1.111432195,4,1,60,19,1,3
44767027,20000,17994.79995,20000,17994.79995,0.1333,677.07,609.1869601,21723.13,19545.16893,1.111432195,4,1,36,13,1,1
44767213,35000,31490.89991,16000,14395.83996,0.2899,500.58,450.3918479,4498.21,4047.219454,1.111432195,4,1,36,5,1,1
44775132,15000,13496.09996,15000,13496.09996,0.2899,458.99,412.9716614,4120.26,3707.162722,1.111432195,4,1,36,5,1,4
44775456,35000,31490.89991,7000,6298.179982,0.2899,219.94,197.888815,7369.13,6630.301007,1.111432195,4,1,36,6,1,4
44775863,5000,4498.699987,5000,4498.699987,0.2899,166.77,150.0496394,1497.52,1347.378641,1.111432195,4,1,36,11,1,1
44775975,10500,9496.360998,10500,9496.360998,0.1333,355.46,321.4834743,3197.66,2892.012734,1.105686694,0,1,36,13,1,3
44776253,18400,16555.21595,18400,16555.21595,0.2167,1372.97,1235.316024,4355.81,3919.096478,1.111432195,4,1,60,25,1,2
44776377,35000,31490.89991,11000,9897.139972,0.1399,375.91,338.2212624,3366.09,3028.605808,1.111432195,4,1,36,14,0,2
44785953,7900,7107.94598,7900,7107.94598,0.2899,247.16,222.3797378,1992.4,1792.641971,1.111432195,4,1,36,5,1,4
44795663,35000,31490.89991,35000,31490.89991,0.2899,790.82,711.5323848,36640.17,32966.62646,1.111432195,4,1,60,12,1,2
44795725,11200,10129.45173,11200,10129.45173,0.1825,285.94,258.6085203,2579.13,2332.604718,1.105686694,0,1,60,21,1,2
44796875,24000,21593.75994,24000,21593.75994,0.2899,485.38,436.7157999,4357.9,3920.976935,1.111432195,4,0,60,5,1,4
44797289,18000,16195.31995,18000,16195.31995,0.2899,573.83,516.2978027,5155.3,4638.429609,1.111432195,4,1,36,7,0,2
44806527,17100,15385.55396,17100,15385.55396,0.1465,1372.97,1235.316024,17150.8,15431.26075,1.111432195,4,1,36,15,1,2
44807871,18500,16645.18995,18500,16645.18995,0.2899,414.24,372.7082965,3753.42,3377.102101,1.111432195,4,1,60,11,1,1
44815268,21000,18894.53995,21000,18894.53995,0.2899,645.36,580.6562047,5800.45,5218.896868,1.111432195,4,0,36,3,1,3
44815483,5000,4498.699987,5000,4498.699987,0.2899,159.4,143.4185556,1429.51,1286.187324,1.111432195,4,0,36,7,0,3
44816356,20000,17994.79995,20000,17994.79995,0.1884,517.06,465.2195631,4632.61,4168.144509,1.111432195,4,1,60,22,1,1
44825435,24000,21593.75994,24000,21593.75994,0.2899,729.37,656.2433619,6556.42,5899.073314,1.111432195,4,1,60,1,1,4
44825496,13625,12258.95746,1000,899.7399974,0.2557,404.48,363.9268342,2490.81,2241.081383,1.111432195,4,0,60,30,0,3
44825613,32000,28791.67992,32000,28791.67992,0.2899,679.75,611.5982632,6082.23,5472.425605,1.111432195,4,1,60,8,1,4
44836867,35000,31490.89991,20000,17994.79995,0.1399,683.46,614.9362986,6120.05,5506.453771,1.111432195,4,1,36,14,1,2
44845464,9000,8097.659977,9000,8097.659977,0.2899,273.52,246.0968841,2458.72,2212.208726,1.111432195,4,1,36,5,0,2
44845581,9675,8750.218348,9675,8750.218348,0.1786,349.1,315.7313928,3140.4,2840.225912,1.105686694,0,1,36,20,1,4
44855180,6000,5398.439985,6000,5398.439985,0.1786,216.5,194.7937094,1942.55,1747.789932,1.111432195,4,1,60,20,1,2
44855310,30000,26992.19992,30000,26992.19992,0.1399,697.9,627.9285442,6257.78,5630.374961,1.111432195,4,1,60,14,1,4
44856133,20400,18354.69595,20400,18354.69595,0.1699,506.89,456.0692073,4580.64,4121.385022,1.111432195,4,1,60,18,1,4
44865678,22000,19794.27994,22000,19794.27994,0.1399,1372.97,1235.316024,4060.12,3653.052358,1.111432195,4,1,60,14,1,2
44866019,35000,31490.89991,24000,21593.75994,0.2899,521.7,469.3943567,4665.99,4198.177831,1.111432195,4,1,60,9,1,1
44866529,16600,14935.68396,16600,14935.68396,0.2899,1372.97,1235.316024,4786.66,4306.749456,1.111432195,4,1,36,7,1,2
44866754,4200,3778.907989,1000,899.7399974,0.2899,133.9,120.4751857,1200.82,1080.425784,1.111432195,4,1,36,7,0,1
44875763,16000,14395.83996,16000,14395.83996,0.2899,333.46,300.0272995,2992.99,2692.912815,1.111432195,4,1,60,7,1,1
44875808,4500,4048.829988,4500,4048.829988,0.1757,161.72,145.5059524,1304.37,1173.59386,1.111432195,4,1,36,19,0,0
44885256,21825,19636.82544,21825,19636.82544,0.1399,745.83,671.0530823,6068.42,5460.000195,1.111432195,4,1,36,14,1,2
44886135,15000,13496.09996,15000,13496.09996,0.2899,305.44,274.8165848,15010.23,13505.3043,1.111432195,4,1,60,6,1,3
44896597,12050,10841.86697,12050,10841.86697,0.2299,466.39,419.6297374,1834.78,1650.824952,1.111432195,4,0,36,26,1,2
44896637,20000,17994.79995,20000,17994.79995,0.1465,689.89,620.7216268,5502.84,4951.125247,1.111432195,4,1,36,15,1,1
44905227,35000,31490.89991,25000,22493.49994,0.1655,615.29,553.601023,25943.93,23342.79151,1.111432195,4,1,60,17,1,2
44905762,14000,12596.35996,14000,12596.35996,0.1333,473.95,426.4317718,3781.23,3402.12387,1.111432195,4,1,36,13,0,3
44905812,21000,18894.53995,21000,18894.53995,0.2899,1372.97,1235.316024,6486.88,5836.505394,1.111432195,4,1,36,1,1,4
44915332,14000,12596.35996,14000,12596.35996,0.1333,320.92,288.74456,2877.91,2589.370736,1.111432195,4,1,60,13,1,0
44915738,12000,10796.87997,12000,10796.87997,0.2049,1372.97,1235.316024,2877.23,2588.758913,1.111432195,4,1,60,24,0,2
44916418,35000,31490.89991,10000,8997.399974,0.2899,314.2,282.6983072,2823.26,2540.199945,1.111432195,4,1,36,6,0,2
44925120,4500,4048.829988,4500,4048.829988,0.1333,152.34,137.0663912,1367.73,1230.601387,1.111432195,4,1,36,13,0,2
44925500,6000,5398.439985,6000,5398.439985,0.2899,1372.97,1235.316024,1686.85,1517.726415,1.111432195,4,1,36,5,1,3
44925970,10000,8997.399974,10000,8997.399974,0.2899,307.31,276.4990986,2752.8,2476.804265,1.111432195,4,1,36,3,0,0
44926070,7350,6613.088981,7350,6613.088981,0.2899,240.6,216.4774434,2182.59,1963.763521,1.111432195,4,1,36,9,1,1
44936373,10575,9514.750473,10575,9514.750473,0.1699,376.98,339.1839842,11474.72,10324.26454,1.111432195,4,0,36,18,1,2
44945692,20000,17994.79995,20000,17994.79995,0.2899,611.98,550.6228836,5493.62,4942.829645,1.111432195,4,1,36,2,1,3
44946310,17500,15745.44995,17500,15745.44995,0.1884,452.43,407.069367,3916.17,3523.534786,1.111432195,4,1,60,25,1,3
44955137,35000,31490.89991,5200,4678.647987,0.2899,171.55,154.3503966,1369.07,1231.807038,1.111432195,4,1,36,10,0,1
44955711,29000,26092.45993,29000,26092.45993,0.1655,1027.45,924.4378603,9193.72,8271.957609,1.111432195,4,1,36,17,1,4
44956512,27050,24337.96693,27050,24337.96693,0.2899,902.2,811.7454257,8101.33,7289.090633,1.111432195,4,1,36,11,1,1
44965179,28000,25192.71993,28000,25192.71993,0.2299,789.18,710.0568112,7153.98,6436.721947,1.111432195,4,1,60,26,1,2
44965211,35000,31490.89991,35000,31490.89991,0.1399,1196.05,1076.134024,35380.91994,31833.62882,1.111432195,4,1,36,14,1,1
44966441,7000,6298.179982,7000,6298.179982,0.2899,215.89,194.244868,1940.32,1745.783512,1.111432195,4,1,36,4,0,1
44966734,14000,12596.35996,14000,12596.35996,0.2899,428.39,385.4396175,3845.57,3460.013142,1.111432195,4,1,36,5,0,1
44975201,35000,31490.89991,12000,10796.87997,0.2899,250.1,225.0249734,2020.85,1818.239574,1.111432195,4,1,60,7,1,1
44975285,30000,26992.19992,1000,899.7399974,0.1333,687.68,618.7332014,6166.9,5548.60659,1.111432195,4,1,60,13,1,4
44975414,22400,20154.17594,22400,20154.17594,0.1399,521.1,468.8545127,4655.08,4188.361667,1.111432195,4,1,60,14,1,3
44976817,35000,31490.89991,7000,6298.179982,0.2899,225.84,203.197281,1354.85,1219.012736,1.111432195,4,0,36,8,1,2
44985123,24000,21593.75994,24000,21593.75994,0.2049,642.42,578.0109691,5727.14,5152.936929,1.111432195,4,0,60,24,1,2
44985459,5000,4498.699987,5000,4498.699987,0.2899,163.67,147.2604454,1491.34,1341.818248,1.111432195,4,1,36,9,0,2
44985639,8000,7197.919979,8000,7197.919979,0.1465,275.96,248.2922497,2477.13,2228.77294,1.111432195,4,1,36,15,0,1
44986001,20000,17994.79995,20000,17994.79995,0.2899,611.98,550.6228836,5500.72,4949.217799,1.111432195,4,1,36,2,0,2
44995168,15000,13496.09996,15000,13496.09996,0.2899,312.62,281.276718,2805.94,2524.616448,1.111432195,4,1,60,7,1,1
44995255,15000,13496.09996,15000,13496.09996,0.2899,469.29,422.2389834,4211.17,3788.958085,1.111432195,4,1,36,5,1,3
44996112,15000,13496.09996,15000,13496.09996,0.2899,503.18,452.7311719,4507.47,4055.551046,1.111432195,4,1,36,12,1,3
45029138,21000,18894.53995,21000,18894.53995,0.1465,495.74,446.0371063,4051.38,3645.188631,1.111432195,4,1,60,15,1,1
45049896,17000,15295.57996,17000,15295.57996,0.2899,369.54,332.4899186,3305.1,2973.730665,1.111432195,4,1,60,9,0,3
45050074,17000,15295.57996,17000,15295.57996,0.2899,384.11,345.5991304,41913.62,37711.36035,1.111432195,4,1,60,12,1,1
45059301,16000,14395.83996,16000,14395.83996,0.2899,393.79,354.3086136,3565.77,3208.265891,1.111432195,4,1,60,17,1,3
45092269,14400,12956.25596,14400,12956.25596,0.1699,513.33,461.8635329,4079.46,3670.45333,1.111432195,4,1,36,18,1,2
45112347,28000,25192.71993,28000,25192.71993,0.2899,876,788.1722377,6983.45,6283.289285,1.111432195,4,1,36,5,1,4
45122322,6000,5426.491999,6000,5426.491999,0.2899,183.6,166.0506552,1482.64,1340.922349,1.105686694,0,1,36,2,0,3
45142189,20000,17994.79995,20000,17994.79995,0.2899,628.39,565.387617,5637.33,5072.13128,1.111432195,4,1,36,6,1,1
45142309,34000,30591.15991,34000,30591.15991,0.1825,868.01,780.9833152,6909.61,6216.852484,1.111432195,4,1,60,21,1,2
45162127,35000,31490.89991,15000,13496.09996,0.2899,303.36,272.9451256,15613.32,14047.9285,1.111432195,4,1,60,5,1,1
45172277,12000,10796.87997,12000,10796.87997,0.2899,271.14,243.9555029,2431.8,2187.987726,1.111432195,4,1,60,12,0,1
45182188,12000,10796.87997,12000,10796.87997,0.2899,368.78,331.8061162,2945.79,2650.445087,1.111432195,4,1,36,3,1,2
45212137,16000,14395.83996,16000,14395.83996,0.2049,428.28,385.3406461,3862.27,3475.0388,1.111432195,4,1,60,24,1,1
45212367,17000,15295.57996,17000,15295.57996,0.2899,354.3,318.7778811,3141.87,2826.866106,1.111432195,4,1,60,7,1,1
45232323,20000,17994.79995,20000,17994.79995,0.1561,482.23,433.881619,4322.73,3889.333079,1.111432195,4,1,60,16,1,1
45294502,15000,13496.09996,15000,13496.09996,0.1757,377.41,339.5708724,3367.41,3029.793465,1.111432195,4,1,60,19,0,2
45295307,3800,3419.01199,3800,3419.01199,0.1952,140.3,126.2335216,416.78,374.9936361,1.111432195,4,0,36,23,1,4
45295523,12000,10796.87997,12000,10796.87997,0.2899,395.89,356.1980676,3159.43,2842.66554,1.111432195,4,1,36,10,0,2
45296086,2400,2159.375994,2400,2159.375994,0.2899,75.09,67.56147641,674.76,607.1085607,1.111432195,4,1,36,5,0,2
45304395,35000,31490.89991,15400,13855.99596,0.1465,531.22,477.9598814,4768.45,4290.365191,1.111432195,4,1,36,15,0,4
45314497,8375,7535.322478,8375,7535.322478,0.1465,288.89,259.9258879,9040.07,8133.712558,1.111432195,4,1,36,15,1,4
45314861,10975,9874.646472,10975,9874.646472,0.2399,315.67,284.020925,968.95,871.8030705,1.111432195,4,0,60,27,1,3
45334258,22000,20072.36037,22000,20072.36037,0.2899,1372.97,1252.670392,5888.41,5372.467615,1.096034527,5,1,36,12,1,4
45354351,28000,25192.71993,28000,25192.71993,0.2899,1372.97,1235.316024,5337.48,4802.344241,1.111432195,4,1,60,8,1,2
45364227,17000,15295.57996,1000,899.7399974,0.1399,395.48,355.8291742,3546.11,3190.577002,1.111432195,4,1,60,14,0,4
45374733,35000,31490.89991,35000,31490.89991,0.2899,1129.19,1015.977408,9014.1,8110.346311,1.111432195,4,1,36,8,1,4
45374752,20000,18247.60034,20000,18247.60034,0.2899,614.62,560.7670059,7214.4,6582.274393,1.096034527,5,1,36,3,1,4
45374879,6000,5398.439985,6000,5398.439985,0.2899,200.12,180.0559683,1796.98,1616.814781,1.111432195,4,1,36,11,0,0
45384692,6800,6118.231982,6800,6118.231982,0.2899,222.6,200.2821234,1999.25,1798.80519,1.111432195,4,1,36,9,0,3
45384718,21350,19209.44894,21350,19209.44894,0.2049,571.49,514.1924111,5119.11,4605.868018,1.111432195,4,1,60,24,1,2
45404218,9800,8817.451975,9800,8817.451975,0.2899,328.74,295.7805268,2944.84,2649.590334,1.111432195,4,1,36,12,0,3
45414489,16000,14395.83996,16000,14395.83996,0.2899,358.27,322.3498489,2855.24,2568.97363,1.111432195,4,1,60,11,1,1
45414568,15000,13496.09996,15000,13496.09996,0.1825,544.17,489.6115144,4882.32,4392.818584,1.111432195,4,1,36,21,0,3
45414905,22625,20356.61744,22625,20356.61744,0.2899,497.93,448.0075369,4452.38,4005.98437,1.111432195,4,1,60,10,1,3
45414980,8500,7647.789978,8500,7647.789978,0.2899,283.51,255.0852867,2262.28,2035.463801,1.111432195,4,1,36,11,1,2
45415053,6000,5398.439985,6000,5398.439985,0.2899,201.27,181.0906693,1822,1639.326275,1.111432195,4,1,36,12,1,1
45424334,17600,15835.42395,17600,15835.42395,0.2899,540.87,486.6423724,4861.3,4373.906049,1.111432195,4,1,36,3,0,4
45424530,12000,10796.87997,12000,10796.87997,0.2899,387.15,348.33434,3471.03,3123.024523,1.111432195,4,1,36,8,1,1
45424654,11300,10167.06197,11300,10167.06197,0.2899,364.57,328.0182109,3274.86,2946.522528,1.111432195,4,1,36,8,0,1
45424810,10000,8997.399974,1000,899.7399974,0.2899,303.91,273.4399826,2731.9,2457.999699,1.111432195,4,1,36,1,0,2
45434472,22000,19794.27994,22000,19794.27994,0.1399,751.81,676.4335275,6749.19,6072.516193,1.111432195,4,1,36,14,1,2
45434818,11200,10077.08797,11200,10077.08797,0.1952,293.75,264.2986242,2408.24,2166.789851,1.111432195,4,1,60,23,1,4
45434839,30000,26992.19992,30000,26992.19992,0.1465,708.2,637.1958662,6349.38,5712.791145,1.111432195,4,1,60,15,1,3
45435254,25000,22493.49994,25000,22493.49994,0.1561,602.79,542.354273,5403.43,4861.682094,1.111432195,4,1,60,16,1,1
45454394,12000,10796.87997,12000,10796.87997,0.2899,375.43,337.7893872,3006.07,2704.681414,1.111432195,4,1,36,5,0,2
45464122,15000,13496.09996,15000,13496.09996,0.2899,326.07,293.378221,2847.62,2562.117611,1.111432195,4,1,60,9,1,3
45464165,15000,13496.09996,15000,13496.09996,0.2899,534.72,481.1089714,2124.72,1911.695567,1.111432195,4,0,36,18,1,2
45464185,25000,22493.49994,25000,22493.49994,0.2899,543.44,488.9547042,4408.57,3966.56676,1.111432195,4,1,60,9,1,4
45464297,32525,29264.04342,32525,29264.04342,0.2899,945.15,850.3892586,41913.62,37711.36035,1.111432195,4,1,60,28,1,2
45474327,18500,16645.18995,18500,16645.18995,0.2899,610.33,549.1383126,4870.79,4382.444582,1.111432195,4,1,36,10,0,4
45474481,7000,6298.179982,7000,6298.179982,0.1561,244.76,220.2203618,1217.73,1095.640387,1.111432195,4,0,36,16,1,0
45475086,10775,9694.698472,10775,9694.698472,0.1884,394.1,354.587533,3141.52,2826.551197,1.111432195,4,1,60,22,1,3
45484159,10000,8997.399974,10000,8997.399974,0.2899,312.86,281.4926556,2811.36,2529.493039,1.111432195,4,1,36,5,1,1
45484236,3500,3149.089991,3500,3149.089991,0.2899,109.97,98.94440752,988.14,889.069081,1.111432195,4,1,36,6,1,3
45484320,11750,10571.94497,11750,10571.94497,0.2899,384.63,346.0669952,3454.5,3108.151821,1.111432195,4,1,36,10,0,2
45484446,23000,20694.01994,23000,20694.01994,0.2899,719.57,647.4259099,6466.05,5817.76381,1.111432195,4,1,36,5,1,1
45484640,17425,15677.96946,17425,15677.96946,0.1561,420.14,378.0167625,3766.15,3388.555791,1.111432195,4,1,60,16,1,4
45494468,8400,7557.815978,8400,7557.815978,0.2899,257.04,231.2691689,2307.4,2076.06007,1.111432195,4,1,36,2,0,2
45494920,14375,12933.76246,14375,12933.76246,0.2899,316.37,284.650743,2838.12,2553.570081,1.111432195,4,1,60,10,0,4
45495102,9100,8230.179531,9100,8230.179531,0.1333,308.07,278.6232317,2765.89,2501.513326,1.105686694,0,1,36,13,1,3
45504881,28000,25192.71993,28000,25192.71993,0.2899,583.55,525.0432755,4639.87,4174.676622,1.111432195,4,1,60,7,1,1
45504926,9825,8839.945475,9825,8839.945475,0.1333,332.61,299.2625205,2978.94,2680.271468,1.111432195,4,1,36,13,0,1
45505059,18000,16195.31995,18000,16195.31995,0.2899,406.71,365.9332544,3647.7,3281.981589,1.111432195,4,1,60,12,0,2
45514264,7500,6748.049981,7500,6748.049981,0.2899,239.1,215.1278334,2155.44,1939.33558,1.111432195,4,1,36,10,0,1
45514943,35000,31490.89991,35000,31490.89991,0.1465,826.24,743.4011755,6581.43,5921.575811,1.111432195,4,0,60,15,1,4
45515154,10000,8997.399974,10000,8997.399974,0.1786,253.18,227.7961725,2268.7,2041.240132,1.111432195,4,1,60,20,1,0
45524160,12000,10796.87997,12000,10796.87997,0.2167,329.18,296.1764124,2948.17,2652.586468,1.111432195,4,1,60,25,0,2
45534169,16000,14395.83996,16000,14395.83996,0.2899,358.27,322.3498489,41913.62,37711.36035,1.111432195,4,1,60,11,0,1
45534678,23350,21118.09803,23350,21118.09803,0.1561,563,509.1858325,4463.5,4036.857839,1.105686694,0,1,60,16,1,1
45544458,8400,7557.815978,8400,7557.815978,0.1465,289.76,260.7086617,2594.17,2334.078509,1.111432195,4,1,60,15,0,2
45544805,7900,7107.94598,7900,7107.94598,0.1884,288.95,259.9798723,2303.33,2072.398128,1.111432195,4,1,36,22,1,1
45584531,22000,19794.27994,22000,19794.27994,0.1399,511.79,460.4779333,4077.22,3668.437912,1.111432195,4,1,60,14,1,3
45584603,10500,9447.269973,10500,9447.269973,0.1786,265.84,239.1868809,2371.72,2133.931347,1.111432195,4,1,60,20,1,1
45584691,10000,8997.399974,10000,8997.399974,0.2899,312.86,281.4926556,2811.36,2529.493039,1.111432195,4,1,36,5,0,2
45594232,11000,9897.139972,11000,9897.139972,0.2899,369,332.004059,3313.24,2981.054549,1.111432195,4,0,36,12,1,1
45604231,5500,4948.569986,5500,4948.569986,0.2899,180.04,161.9891891,1613.64,1451.856449,1.111432195,4,1,36,9,0,1
45604322,5600,5109.328094,5600,5109.328094,0.1757,201.25,183.6164784,1599.07,1458.959513,1.096034527,5,0,36,19,1,2
45644622,15550,13990.95696,15550,13990.95696,0.2899,521.63,469.3313749,16655.11,14985.26863,1.111432195,4,1,36,12,1,2
45644824,24000,21593.75994,24000,21593.75994,0.1333,550.14,494.9829622,4933.49,4438.85828,1.111432195,4,1,60,13,1,1
45654405,8250,7422.854979,8250,7422.854979,0.2899,270.06,242.9837837,8773.56,7893.922852,1.111432195,4,1,36,9,1,4
45664375,18650,16780.15095,18650,16780.15095,0.1786,672.94,605.4710339,5346.51,4810.468894,1.111432195,4,1,60,20,1,4
